strategy,side,q,threshold,n,R2_cond,RRMSE_cond,MASE_cond,RMSE_pred,RMSE_bench,MAE_pred,MAE_bench,hit_rate_cond
dual_pls_0.1,down,0.15,-0.035815799999999995,45,0.042122505353976436,0.9787121612844216,0.9758436527981681,0.07795879978684411,0.07965447132539376,0.07396841091700157,0.07579944871793957,0.24444444444444444
dual_pls_0.1,down,0.2,-0.026538999999999997,60,0.03889274535359344,0.9803607777988705,0.9781482717255029,0.06986256050946418,0.07126209258016347,0.06432302339791311,0.06575999289396489,0.23333333333333334
dual_pls_0.1,up,0.05,0.07451725000000003,15,-0.06411723443857009,1.0315605820496294,1.0259678400891146,0.09096314349214843,0.08818012734784016,0.08938252648221139,0.08712020298262732,0.6666666666666666
dual_pls_0.1,up,0.1,0.0569616,30,-0.0524565346075776,1.0258930424793697,1.0192417570639127,0.0776411427216458,0.0756815179621487,0.07515825771944228,0.07373938243655513,0.7333333333333333
dual_pls_0.1,up,0.15,0.045833650000000004,45,-0.05408052813877129,1.0266842397440272,1.0203889346845967,0.06931649644727864,0.06751491234009846,0.06614318960865194,0.06482154731430606,0.7777777777777778
dual_pls_0.1,up,0.2,0.03796580000000001,60,-0.034686796021717425,1.017195554464193,1.0012901984918148,0.06231831752808913,0.061264834725821476,0.05781770604615567,0.05774320584905667,0.8166666666666667
dual_pls_0.15,down,0.05,-0.0803146,15,0.08786969267582034,0.9550551331332552,0.9493818431860619,0.09995721813044654,0.10466120191670641,0.09718269593432537,0.10236418215897909,0.4
dual_pls_0.15,down,0.1,-0.057458199999999994,30,0.07826830220619063,0.9600685901506254,0.9579839486815649,0.08643398778177569,0.09002897154276762,0.08364460867221757,0.08731316301002152,0.3
dual_pls_0.15,down,0.15,-0.035815799999999995,45,0.08492922201690156,0.9565933190144589,0.9512954751189391,0.07619693509950046,0.07965447132539376,0.07210767258188598,0.07579944871793957,0.3111111111111111
dual_pls_0.15,down,0.2,-0.026538999999999997,60,0.08560426415869793,0.9562404173853467,0.9498257108896367,0.06814369315260874,0.07126209258016347,0.06246053199860766,0.06575999289396489,0.2833333333333333
dual_pls_0.15,up,0.05,0.07451725000000003,15,-0.10330421112033394,1.0503828878653412,1.0466138143168333,0.0926228968159579,0.08818012734784016,0.09118120794770435,0.08712020298262732,0.6
dual_pls_0.15,up,0.1,0.0569616,30,-0.08870624960787787,1.0434108728625928,1.0376667605975785,0.07896691871645158,0.0756815179621487,0.07651690610140614,0.07373938243655513,0.6666666666666666
dual_pls_0.15,up,0.15,0.045833650000000004,45,-0.10104452211235837,1.0493066863945726,1.045445661753804,0.07084384894980876,0.06751491234009846,0.06776740542791021,0.06482154731430606,0.6666666666666666
dual_pls_0.15,up,0.2,0.03796580000000001,60,-0.08036874938044702,1.0394078840284247,1.0256055290941106,0.06367915222771725,0.061264834725821476,0.05922175118641191,0.05774320584905667,0.7333333333333333
dual_pls_0.2,down,0.05,-0.0803146,15,0.012927028595089873,0.9935154610799523,0.9940175393215344,0.10398252227945856,0.10466120191670641,0.10175179246432971,0.10236418215897909,0.13333333333333333
dual_pls_0.2,down,0.1,-0.057458199999999994,30,0.008742581384514336,0.9956191132232676,0.9969223664666198,0.08963456481181309,0.09002897154276762,0.08704444509163639,0.08731316301002152,0.1
dual_pls_0.2,down,0.15,-0.035815799999999995,45,0.008689589729801606,0.9956457252809346,0.9962336466236434,0.07930763387464108,0.07965447132539376,0.0755139612083348,0.07579944871793957,0.06666666666666667
dual_pls_0.2,down,0.2,-0.026538999999999997,60,0.004728547141991446,0.9976329249067557,1.0000575190115333,0.0710934098557245,0.07126209258016347,0.06576377534375459,0.06575999289396489,0.05
dual_pls_0.2,up,0.05,0.07451725000000003,15,-0.007692613624026734,1.0038389380891872,1.0014294601207598,0.08851864539742516,0.08818012734784016,0.08724473783850349,0.08712020298262732,0.8666666666666667
dual_pls_0.2,up,0.1,0.0569616,30,-0.011000791789680164,1.0054853513550959,1.0040348107794217,0.07609665767925808,0.0756815179621487,0.07403690689167804,0.07373938243655513,0.9
dual_pls_0.2,up,0.15,0.045833650000000004,45,-0.014702111216577052,1.0073242334107608,1.006573835495903,0.0680094073167844,0.06751491234009846,0.06524767350294021,0.06482154731430606,0.9111111111111111
dual_pls_0.2,up,0.2,0.03796580000000001,60,-0.010734869914385659,1.0053531070794905,1.0030570002077455,0.06159279194631609,0.061264834725821476,0.057919726841333126,0.05774320584905667,0.9333333333333333
past_pls,down,0.05,-0.0803146,15,0.013303673268758809,0.9933258915035091,0.9900518654952772,0.10396268169974118,0.10466120191670641,0.10134584950639562,0.10236418215897909,0.26666666666666666
past_pls,down,0.1,-0.057458199999999994,30,-0.011526762799398904,1.0057468681529158,1.006021274354119,0.09054635617216653,0.09002897154276762,0.08783889951923078,0.08731316301002152,0.2
past_pls,down,0.15,-0.035815799999999995,45,-0.009233656582090077,1.004606219661261,1.0001920305660499,0.08002137731732015,0.07965447132539376,0.07581400452898315,0.07579944871793957,0.24444444444444444
past_pls,down,0.2,-0.026538999999999997,60,-0.016237257407293315,1.0080859375109312,1.0046939695243182,0.07183831340766487,0.07126209258016347,0.06606866829652855,0.06575999289396489,0.23333333333333334
past_pls,up,0.05,0.07451725000000003,15,-0.037174256998552924,1.0184175258696961,1.0104748454453998,0.0898041871244621,0.08818012734784016,0.0880327736440422,0.08712020298262732,0.7333333333333333
past_pls,up,0.1,0.0569616,30,0.0028548991015646674,0.9985715301862133,0.9849925461279487,0.07557340919827821,0.0756815179621487,0.07263274205608498,0.07373938243655513,0.8
past_pls,up,0.15,0.045833650000000004,45,0.012049445994827934,0.993957018187996,0.9787230265070025,0.0671069209527882,0.06751491234009846,0.06344234097032449,0.06482154731430606,0.8444444444444444
past_pls,up,0.2,0.03796580000000001,60,0.026846072114828035,0.9864856450476976,0.9655925525883866,0.060436880003242585,0.061264834725821476,0.055756409530427285,0.05774320584905667,0.8833333333333333
dual_pca_shap_0,down,0.05,-0.0803146,15,-0.0008669494518962484,1.000433380816482,1.005795999883159,0.10470656007384707,0.10466120191670641,0.1029574849468122,0.10236418215897909,0.06666666666666667
dual_pca_shap_0,down,0.1,-0.057458199999999994,30,0.006187622139772753,0.9969013882326714,0.9953306800174234,0.08975000671214471,0.09002897154276762,0.08690546991323686,0.08731316301002152,0.06666666666666667
dual_pca_shap_0,down,0.15,-0.035815799999999995,45,0.009601293719687654,0.9951877743824592,0.9928040550881353,0.07927115603793003,0.07965447132539376,0.07525400006061557,0.07579944871793957,0.08888888888888889
dual_pca_shap_0,down,0.2,-0.026538999999999997,60,0.008333424543344958,0.9958245706230867,0.9941265132346063,0.07096454274534394,0.07126209258016347,0.0653737524460098,0.06575999289396489,0.08333333333333333
dual_pca_shap_0,up,0.05,0.07451725000000003,15,0.02647992056675985,0.9866712114140355,0.985712275313968,0.08700479307293736,0.08818012734784016,0.08587545350782032,0.08712020298262732,1.0
dual_pca_shap_0,up,0.1,0.0569616,30,0.02364016653852785,0.9881092214231544,0.9865491351231798,0.07478160578970122,0.0756815179621487,0.07274752396730086,0.07373938243655513,0.9666666666666667
dual_pca_shap_0,up,0.15,0.045833650000000004,45,0.023603666021230096,0.9881276911304377,0.9865590853555387,0.06671335444749539,0.06751491234009846,0.06395028642973256,0.06482154731430606,0.9777777777777777
dual_pca_shap_0,up,0.2,0.03796580000000001,60,0.024615563298855614,0.9876155308120385,0.9858040856567893,0.06050610226785398,0.061264834725821476,0.056923488244921085,0.05774320584905667,0.9833333333333333
dual_pca_shap_0.05,down,0.05,-0.0803146,15,0.013805311074548965,0.9930733552590418,0.9931345694823743,0.1039362509528677,0.10466120191670641,0.10166140797887305,0.10236418215897909,0.0
dual_pca_shap_0.05,down,0.1,-0.057458199999999994,30,0.012715865868295873,0.9936217258754481,0.9937680025380642,0.08945474208311636,0.09002897154276762,0.08676902759974948,0.08731316301002152,0.03333333333333333
dual_pca_shap_0.05,down,0.15,-0.035815799999999995,45,0.006670255865418917,0.9966592919019924,0.9984769471957622,0.0793883689879945,0.07965447132539376,0.07568400215501003,0.07579944871793957,0.022222222222222223
dual_pca_shap_0.05,down,0.2,-0.026538999999999997,60,0.003800252976814966,0.9980980648329025,1.0012565896828676,0.0711265567002043,0.07126209258016347,0.06584262622258089,0.06575999289396489,0.016666666666666666
dual_pca_shap_0.05,up,0.05,0.07451725000000003,15,0.0003040664357425449,0.9998479552233217,0.999919865219353,0.08816672002007009,0.08818012734784016,0.08711322162427139,0.08712020298262732,0.8666666666666667
dual_pca_shap_0.05,up,0.1,0.0569616,30,0.00873269004756383,0.9956240806411003,0.9942915042786872,0.07535034174258722,0.0756815179621487,0.07331844148742381,0.07373938243655513,0.9333333333333333
dual_pca_shap_0.05,up,0.15,0.045833650000000004,45,0.010649326366939826,0.9946610848088208,0.9930790173069021,0.06715445594897478,0.06751491234009846,0.06437291850720392,0.06482154731430606,0.9555555555555556
dual_pca_shap_0.05,up,0.2,0.03796580000000001,60,0.014784963922450878,0.9925799897628146,0.9893877473701279,0.06081024902497641,0.061264834725821476,0.057130420360927775,0.05774320584905667,0.9666666666666667
dual_pca_shap_0.1,down,0.05,-0.0803146,15,-0.030167271458301448,1.0149715618963426,1.0162901627149503,0.106228143579348,0.10466120191670641,0.10403171134253168,0.10236418215897909,0.13333333333333333
dual_pca_shap_0.1,down,0.1,-0.057458199999999994,30,-0.035493969897480104,1.017592241468792,1.018924343738633,0.09161278294933499,0.09002897154276762,0.08896550731973048,0.08731316301002152,0.1
dual_pca_shap_0.1,down,0.15,-0.035815799999999995,45,-0.0244004042372703,1.0121266740073942,1.009110548583398,0.08062041513238814,0.07965447132539376,0.07649002327807915,0.07579944871793957,0.15555555555555556
dual_pca_shap_0.1,down,0.2,-0.026538999999999997,60,-0.02289735737551135,1.0113838822996495,1.006648296481188,0.07207333185452278,0.07126209258016347,0.06619718482332479,0.06575999289396489,0.18333333333333332
dual_pca_shap_0.1,up,0.05,0.07451725000000003,15,0.02508607172913324,0.9873772978304022,0.9847700431209285,0.08706705586305116,0.08818012734784016,0.08579336604790595,0.08712020298262732,0.8
dual_pca_shap_0.1,up,0.1,0.0569616,30,0.029310239617530653,0.985235890729966,0.9823434483575975,0.07456414776123349,0.0756815179621487,0.07243739922248522,0.07373938243655513,0.8333333333333334
dual_pca_shap_0.1,up,0.15,0.045833650000000004,45,0.038848074056367254,0.9803835606249386,0.9753957536170661,0.06619051015526634,0.06751491234009846,0.06322666199326187,0.06482154731430606,0.8666666666666667
dual_pca_shap_0.1,up,0.2,0.03796580000000001,60,0.04404678545809948,0.9777285996338149,0.971249383211165,0.05990038106327454,0.061264834725821476,0.05608305306553163,0.05774320584905667,0.9
dual_pca_shap_0.15,down,0.05,-0.0803146,15,-0.03601900572642136,1.0178501882528792,1.0172901789275453,0.10652942407369222,0.10466120191670641,0.10413407718427967,0.10236418215897909,0.0
dual_pca_shap_0.15,down,0.1,-0.057458199999999994,30,-0.03774634448312142,1.0186983579466111,1.018345385978867,0.09171236547823955,0.09002897154276762,0.0889149566864761,0.08731316301002152,0.0
dual_pca_shap_0.15,down,0.15,-0.035815799999999995,45,-0.03704543229635493,1.0183542764167854,1.0177689037892506,0.08111647150993295,0.07965447132539376,0.07714632182948687,0.07579944871793957,0.0
dual_pca_shap_0.15,down,0.2,-0.026538999999999997,60,-0.03587469816475419,1.0177792973748063,1.0164876749168303,0.07252908251569717,0.07126209258016347,0.06684422227933366,0.06575999289396489,0.0
dual_pca_shap_0.15,up,0.05,0.07451725000000003,15,0.06040457096266216,0.9693273074856285,0.9689077679958775,0.08547540541582173,0.08818012734784016,0.08441144141924523,0.08712020298262732,1.0
dual_pca_shap_0.15,up,0.1,0.0569616,30,0.058921061194979196,0.9700922321125043,0.9692892340532558,0.07341805268956342,0.0756815179621487,0.07147478952148863,0.07373938243655513,1.0
dual_pca_shap_0.15,up,0.15,0.045833650000000004,45,0.06138354703873761,0.9688221988379819,0.9673597961560854,0.06540994582768779,0.06751491234009846,0.06270575879648915,0.06482154731430606,1.0
dual_pca_shap_0.15,up,0.2,0.03796580000000001,60,0.06337547624939,0.9677936369653449,0.9657604458048088,0.05929171721738353,0.061264834725821476,0.055766104222983816,0.05774320584905667,1.0
dual_pca_shap_0.2,down,0.05,-0.0803146,15,-0.00760110337193054,1.003793356907651,1.0036557022666595,0.1050582192099602,0.10466120191670641,0.10273839513172242,0.10236418215897909,0.0
dual_pca_shap_0.2,down,0.1,-0.057458199999999994,30,-0.009570960122557759,1.0047740841216786,1.0050447360791117,0.090458777426301,0.09002897154276762,0.08775363487363953,0.08731316301002152,0.0
dual_pca_shap_0.2,down,0.15,-0.035815799999999995,45,-0.006261627210765619,1.0031259278927875,1.0020846793401867,0.07990346545909505,0.07965447132539376,0.07595746626267941,0.07579944871793957,0.044444444444444446
dual_pca_shap_0.2,down,0.2,-0.026538999999999997,60,-0.0029754275509663586,1.0014866087726617,0.9981952861277684,0.07136803143215137,0.07126209258016347,0.0656413149225513,0.06575999289396489,0.05
dual_pca_shap_0.2,up,0.05,0.07451725000000003,15,0.0010560931914175287,0.9994718139140205,0.9976169189046801,0.08813355183151513,0.08818012734784016,0.08691258847387899,0.08712020298262732,0.9333333333333333
dual_pca_shap_0.2,up,0.1,0.0569616,30,0.006261218097034726,0.9968644751935768,0.995711202696036,0.07544421668519062,0.0756815179621487,0.07342312917196527,0.07373938243655513,0.9333333333333333
dual_pca_shap_0.2,up,0.15,0.045833650000000004,45,0.006979974420010304,0.9965039014374151,0.9952384681761033,0.06727887355211319,0.06751491234009846,0.06451289745389477,0.06482154731430606,0.9555555555555556
dual_pca_shap_0.2,up,0.2,0.03796580000000001,60,0.010201635258892727,0.9948861064167633,0.9923850595803215,0.060951532880639044,0.061264834725821476,0.05730349477687487,0.05774320584905667,0.95
past_pca_shap,down,0.05,-0.0803146,15,-0.0009546471095527309,1.0004772096902321,1.0002251074112969,0.1047111472564524,0.10466120191670641,0.10238722509503442,0.10236418215897909,0.13333333333333333
past_pca_shap,down,0.1,-0.057458199999999994,30,-0.00015447451081840313,1.0000772342728428,0.9998986606245639,0.09003592486491951,0.09002897154276762,0.08730431474861473,0.08731316301002152,0.06666666666666667
past_pca_shap,down,0.15,-0.035815799999999995,45,-0.004429514028553516,1.0022123098568254,1.002832924955996,0.07983069169744715,0.07965447132539376,0.07601418286786336,0.07579944871793957,0.044444444444444446
past_pca_shap,down,0.2,-0.026538999999999997,60,-0.00828193228762708,1.004132427664612,1.0066072941926485,0.07155657802297988,0.07126209258016347,0.06619448851312179,0.06575999289396489,0.03333333333333333
past_pca_shap,up,0.05,0.07451725000000003,15,-0.02225589670449213,1.0110667122917718,1.008355472029339,0.0891559914470505,0.08818012734784016,0.087848133401839,0.08712020298262732,0.9333333333333333
past_pca_shap,up,0.1,0.0569616,30,-0.0033264605897953547,1.001661849423145,0.996897782852509,0.07580728924911684,0.0756815179621487,0.07351062685991505,0.07373938243655513,0.9666666666666667
past_pca_shap,up,0.15,0.045833650000000004,45,0.002516014316957249,0.9987412005534979,0.9932735887963141,0.06742992460581411,0.06751491234009846,0.06438553093221086,0.06482154731430606,0.9777777777777777
past_pca_shap,up,0.2,0.03796580000000001,60,0.01005950635627706,0.9949575335881039,0.9872284807924415,0.06095590885448616,0.061264834725821476,0.05700573738644944,0.05774320584905667,0.9833333333333333
dual_pls_shap_0,down,0.05,-0.0803146,15,0.03602326369383424,0.981823169570858,0.9803344460156493,0.10275879299695626,0.10466120191670641,0.10035113380866778,0.10236418215897909,0.13333333333333333
dual_pls_shap_0,down,0.1,-0.057458199999999994,30,0.027600619146481487,0.9861031289137655,0.9859066478265852,0.08877785053121151,0.09002897154276762,0.08608262785434652,0.08731316301002152,0.1
dual_pls_shap_0,down,0.15,-0.035815799999999995,45,0.024096377580389627,0.9878783439369497,0.9887916816328969,0.07868892722010323,0.07965447132539376,0.074949864364658,0.07579944871793957,0.08888888888888889
dual_pls_shap_0,down,0.2,-0.026538999999999997,60,0.02218423410019088,0.9888456734495069,0.9905118108308731,0.07046721192885286,0.07126209258016347,0.06513604964162652,0.06575999289396489,0.08333333333333333
dual_pls_shap_0,up,0.05,0.07451725000000003,15,-0.02129373768376963,1.010590786462933,1.0104324582240616,0.08911402424685538,0.08818012734784016,0.08802908086071534,0.08712020298262732,0.8
dual_pls_shap_0,up,0.1,0.0569616,30,-0.024091533435961487,1.011974077452561,1.0105706796772955,0.07658773431995484,0.0756815179621487,0.07451885782789354,0.07373938243655513,0.8333333333333334
dual_pls_shap_0,up,0.15,0.045833650000000004,45,-0.03081266798248694,1.0152894503453125,1.014960831346678,0.06854717823989052,0.06751491234009846,0.0657913315513061,0.06482154731430606,0.8666666666666667
dual_pls_shap_0,up,0.2,0.03796580000000001,60,-0.028929991082164097,1.014361863972697,1.0132636312872014,0.06214471194846349,0.061264834725821476,0.05850909044077954,0.05774320584905667,0.9
dual_pls_shap_0.05,down,0.05,-0.0803146,15,0.0544672890922141,0.9723850630834401,0.9699944317623989,0.10177098942816523,0.10466120191670641,0.09929268670612161,0.10236418215897909,0.3333333333333333
dual_pls_shap_0.05,down,0.1,-0.057458199999999994,30,0.030026523524885662,0.9848723148079218,0.9863359826243489,0.08866704160310207,0.09002897154276762,0.08612011443352953,0.08731316301002152,0.23333333333333334
dual_pls_shap_0.05,down,0.15,-0.035815799999999995,45,0.05171661809511596,0.9737984298122913,0.9667363919869485,0.07756739910419662,0.07965447132539376,0.07327808556818063,0.07579944871793957,0.28888888888888886
dual_pls_shap_0.05,down,0.2,-0.026538999999999997,60,0.051375282769953956,0.9739736737869489,0.966831510051646,0.06940740211204749,0.07126209258016347,0.06357883323065759,0.06575999289396489,0.2833333333333333
dual_pls_shap_0.05,up,0.05,0.07451725000000003,15,-0.014718124881194283,1.0073321819941992,1.004224593617941,0.08882668008982618,0.08818012734784016,0.08748825043614146,0.08712020298262732,0.8
dual_pls_shap_0.05,up,0.1,0.0569616,30,-0.0361343142523427,1.0179068298485587,1.0127413757286825,0.07703673402697754,0.0756815179621487,0.0746789236141803,0.07373938243655513,0.7666666666666667
dual_pls_shap_0.05,up,0.15,0.045833650000000004,45,-0.03414746458709317,1.0169304128538457,1.0112819911032593,0.06865796767980753,0.06751491234009846,0.06555286343440557,0.06482154731430606,0.8222222222222222
dual_pls_shap_0.05,up,0.2,0.03796580000000001,60,-0.01734957192150799,1.0086374829052844,0.9962625885560653,0.06179400868846084,0.061264834725821476,0.05752739573070693,0.05774320584905667,0.8666666666666667
dual_pls_shap_0.1,down,0.05,-0.0803146,15,0.035196543316338036,0.9822440922111275,0.9880970009653564,0.10280284726640081,0.10466120191670641,0.10114574139755868,0.10236418215897909,0.13333333333333333
dual_pls_shap_0.1,down,0.1,-0.057458199999999994,30,0.006311790903579251,0.9968391089320388,1.0027211483966194,0.08974439977076035,0.09002897154276762,0.08755075508355001,0.08731316301002152,0.13333333333333333
dual_pls_shap_0.1,down,0.15,-0.035815799999999995,45,-0.013285167285486787,1.0066206670268036,1.0159914472880462,0.08018183705723526,0.07965447132539376,0.07701159160657547,0.07579944871793957,0.08888888888888889
dual_pls_shap_0.1,down,0.2,-0.026538999999999997,60,-0.011226467840278254,1.0055975675389626,1.0095000117200676,0.07166098695634873,0.07126209258016347,0.06638471359716912,0.06575999289396489,0.13333333333333333
dual_pls_shap_0.1,up,0.05,0.07451725000000003,15,0.014712562950123353,0.9926164601949116,0.9858184772619918,0.08752904586754962,0.08818012734784016,0.0858847058430893,0.08712020298262732,0.8666666666666667
dual_pls_shap_0.1,up,0.1,0.0569616,30,0.047842605354813106,0.9757855269705464,0.9650411794675398,0.07384892988662614,0.0756815179621487,0.07116154059978115,0.07373938243655513,0.9
dual_pls_shap_0.1,up,0.15,0.045833650000000004,45,0.05686363245284787,0.9711520826045485,0.9592728983053804,0.06556724772595016,0.06751491234009846,0.06218155356483372,0.06482154731430606,0.8888888888888888
dual_pls_shap_0.1,up,0.2,0.03796580000000001,60,0.07259075960140837,0.9630208930228833,0.9453098142777316,0.05899931584855995,0.061264834725821476,0.05458521919697259,0.05774320584905667,0.9166666666666666
dual_pls_shap_0.15,down,0.05,-0.0803146,15,0.017495441130169875,0.9912136797229093,0.9870044656415101,0.10374161507608097,0.10466120191670641,0.10103390491265336,0.10236418215897909,0.13333333333333333
dual_pls_shap_0.15,down,0.1,-0.057458199999999994,30,0.02464987753654002,0.9875981583941214,0.9833680268935163,0.08891244649775407,0.09002897154276762,0.08586097283099682,0.08731316301002152,0.1
dual_pls_shap_0.15,down,0.15,-0.035815799999999995,45,0.017219095869765777,0.9913530673429292,0.9899600313002033,0.0789657044760085,0.07965447132539376,0.07503842462534961,0.07579944871793957,0.06666666666666667
dual_pls_shap_0.15,down,0.2,-0.026538999999999997,60,0.017932561526088353,0.9909931576322369,0.9881520455765609,0.070620246145497,0.07126209258016347,0.06498087149527151,0.06575999289396489,0.06666666666666667
dual_pls_shap_0.15,up,0.05,0.07451725000000003,15,-0.02415981494048669,1.0120078136756094,1.008685454817088,0.08923897788692453,0.08818012734784016,0.08787688156928847,0.08712020298262732,0.8666666666666667
dual_pls_shap_0.15,up,0.1,0.0569616,30,-0.026079440526403985,1.012955793964576,1.0098086059004714,0.07666203211579264,0.0756815179621487,0.07446266297821945,0.07373938243655513,0.8666666666666667
dual_pls_shap_0.15,up,0.15,0.045833650000000004,45,-0.0284115975854502,1.0141063048741241,1.0112357233124671,0.06846729827711766,0.06751491234009846,0.0655498642846156,0.06482154731430606,0.8888888888888888
dual_pls_shap_0.15,up,0.2,0.03796580000000001,60,-0.02546467319167367,1.0126522962950677,1.0090144275260564,0.062039975567240925,0.061264834725821476,0.058263727793305145,0.05774320584905667,0.9166666666666666
dual_pls_shap_0.2,down,0.05,-0.0803146,15,0.08512236443859811,0.9564923604302347,0.9562476081171923,0.10010764006677592,0.10466120191670641,0.09788550434639633,0.10236418215897909,0.4666666666666667
dual_pls_shap_0.2,down,0.1,-0.057458199999999994,30,0.07340009193573971,0.9626005963348767,0.964235890630387,0.08666194169448375,0.09002897154276762,0.08419048549872427,0.08731316301002152,0.4
dual_pls_shap_0.2,down,0.15,-0.035815799999999995,45,0.06595711564202023,0.9664589408546954,0.9700111403273184,0.07698277599148076,0.07965447132539376,0.07352630968707066,0.07579944871793957,0.3111111111111111
dual_pls_shap_0.2,down,0.2,-0.026538999999999997,60,0.06484184174669638,0.9670357585184239,0.9689976401669517,0.06891299175186853,0.07126209258016347,0.06372127793164749,0.06575999289396489,0.31666666666666665
dual_pls_shap_0.2,up,0.05,0.07451725000000003,15,-0.10952381387720478,1.0533393631101067,1.0483134405501362,0.09288359917954205,0.08818012734784016,0.09132927973014428,0.08712020298262732,0.6
dual_pls_shap_0.2,up,0.1,0.0569616,30,-0.059328919628506505,1.0292370570614462,1.0177087513448397,0.0778942228213049,0.0756815179621487,0.07504521482444614,0.07373938243655513,0.7
dual_pls_shap_0.2,up,0.15,0.045833650000000004,45,-0.047167605789753875,1.023312076440884,1.0080930020111978,0.06908882513747042,0.06751491234009846,0.06534614822708969,0.06482154731430606,0.7333333333333333
dual_pls_shap_0.2,up,0.2,0.03796580000000001,60,-0.02914394854575808,1.0144673225618253,0.9924020224766541,0.06215117285149684,0.061264834725821476,0.057304474268889606,0.05774320584905667,0.7833333333333333
past_pls_shap,down,0.05,-0.0803146,15,0.021183912855239906,0.9893513466634388,0.9913116733993323,0.10354670105970758,0.10466120191670641,0.10147480871217164,0.10236418215897909,0.06666666666666667
past_pls_shap,down,0.1,-0.057458199999999994,30,0.0072397019598070544,0.9963735735356458,0.9992373483724525,0.08970248809780634,0.09002897154276762,0.0872465734841456,0.08731316301002152,0.06666666666666667
past_pls_shap,down,0.15,-0.035815799999999995,45,-0.00222275091471813,1.0011107585650643,1.0056525133526375,0.0797429482116641,0.07965447132539376,0.07622790611394029,0.07579944871793957,0.044444444444444446
past_pls_shap,down,0.2,-0.026538999999999997,60,-0.008647564753634374,1.0043144750294273,1.0111147037112242,0.07156955109914533,0.07126209258016347,0.06649089573103352,0.06575999289396489,0.03333333333333333
past_pls_shap,up,0.05,0.07451725000000003,15,-0.0036643176517061615,1.001830483490948,0.9993576183392661,0.08834153961518006,0.08818012734784016,0.08706423856195186,0.08712020298262732,0.8666666666666667
past_pls_shap,up,0.1,0.0569616,30,0.021157589592952775,0.9893646498673011,0.9834436543956234,0.07487661852004711,0.0756815179621487,0.07251852773628223,0.07373938243655513,0.9333333333333333
past_pls_shap,up,0.15,0.045833650000000004,45,0.025911454183077276,0.9869592422268118,0.9811656030000089,0.0666344667221932,0.06751491234009846,0.06360067255803471,0.06482154731430606,0.9555555555555556
past_pls_shap,up,0.2,0.03796580000000001,60,0.036384702044995776,0.9816390874221566,0.9720058901961989,0.06013995645132464,0.061264834725821476,0.05612673620409469,0.05774320584905667,0.9666666666666667
